element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
N,1,"=""116.4325""","=""116.4325""","=""105""","=""2.82e+07""",B,"=""19233.177""","=""105119.880""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""",,"=""T7370""","=""L3513""",
N,1,"=""""","=""116.559""","=""""","=""1.69e+06""",B,"=""19224.464""","=""105017.600""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""",,"=""T7370""","=""""",
N,1,"=""""","=""116.572""","=""""","=""8.31e+04""",B,"=""19224.464""","=""105008.55""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""",,"=""T7370""","=""""",
N,1,"=""""","=""116.584""","=""""","=""1.99e+05""",B,"=""19233.177""","=""105008.55""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""",,"=""T7370""","=""""",
N,3,"=""""","=""116.5865""","=""""","=""1.87e+02""",D,"=""101023.9""","=""186797.1""","=""2s.2p2""","=""2D""","=""5/2""","=""2p3""","=""4S*""","=""3/2""",,"=""T6335""","=""""",
N,1,"=""""","=""116.588""","=""""","=""2.43e+04""",B,"=""19224.464""","=""104996.27""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""",,"=""T7370""","=""""",
N,3,"=""""","=""116.5956""","=""""","=""1.50e+00""",D,"=""101030.6""","=""186797.1""","=""2s.2p2""","=""2D""","=""3/2""","=""2p3""","=""4S*""","=""3/2""",,"=""T6335""","=""""",
N,1,"=""""","=""116.600""","=""""","=""6.79e+04""",B,"=""19233.177""","=""104996.27""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""",,"=""T7370""","=""""",
N,1,"=""""","=""116.616""","=""""","=""8.4e+03""",C,"=""19233.177""","=""104984.37""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""",,"=""T7370""","=""""",
N,1,"=""116.7448""","=""116.7448""","=""270""","=""1.10e+08""",A,"=""19224.464""","=""104881.350""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""2F""","=""7/2""",,"=""T7370""","=""L3513""",
N,1,"=""""","=""116.750""","=""""","=""5.0e+02""",E,"=""19233.177""","=""104886.10""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""",,"=""T7370""","=""""",
N,3,"=""""","=""116.7703""","=""""","=""2.94e+06""",C+,"=""334540.2""","=""420178.4""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2s.2p.(3P*).6p""","=""2P""","=""3/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""116.774""","=""""","=""1.17e+04""",C,"=""19224.464""","=""104859.73""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",,"=""T7370""","=""""",
N,1,"=""""","=""116.786""","=""""","=""7.03e+04""",B+,"=""19233.177""","=""104859.73""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",,"=""T7370""","=""""",
N,3,"=""""","=""116.8086""","=""""","=""2.64e+07""",B,"=""334568.3""","=""420178.4""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2s.2p.(3P*).6p""","=""2P""","=""3/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""116.822""","=""""","=""1.30e+06""",B+,"=""19224.464""","=""104825.110""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""",,"=""T7370""","=""""",
N,1,"=""116.8334""","=""116.8334""","=""105""","=""1.24e+07""",B+,"=""19233.177""","=""104825.110""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""",,"=""T7370""","=""L3513""",
N,1,"=""116.8417""","=""116.8417""","=""60""","=""3.38e+06""",A,"=""19224.464""","=""104810.360""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""",,"=""T7370""","=""L3513""",
N,4,"=""""","=""116.8484""","=""""","=""5.59e+07""",B,"=""420049.6""","=""505630.6""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2p.(2P*).3d""","=""3D*""","=""3""",,"=""T5633LS""","=""""",
N,1,"=""116.8536""","=""116.8536""","=""195""","=""9.32e+07""",A,"=""19233.177""","=""104810.360""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""",,"=""T7370""","=""L3513""",
N,4,"=""""","=""116.8598""","=""""","=""4.46e+08""",B,"=""420058.0""","=""505630.6""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2p.(2P*).3d""","=""3D*""","=""3""",,"=""T5633LS""","=""""",
N,3,"=""""","=""116.8690""","=""""","=""2.93e+07""",B,"=""334540.2""","=""420106.1""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2s.2p.(3P*).6p""","=""2P""","=""1/2""",,"=""T7192LS""","=""""",
N,4,"=""""","=""116.9011""","=""""","=""7.51e+07""",B,"=""420045.8""","=""505588.2""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2p.(2P*).3d""","=""3D*""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""116.9063""","=""""","=""3.49e+08""",B,"=""420049.6""","=""505588.2""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2p.(2P*).3d""","=""3D*""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""116.9178""","=""""","=""7.81e+07""",B,"=""420058.0""","=""505588.2""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2p.(2P*).3d""","=""3D*""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""116.9478""","=""""","=""3.75e+08""",B,"=""420045.8""","=""505554.0""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2p.(2P*).3d""","=""3D*""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""116.9530""","=""""","=""1.25e+08""",B,"=""420049.6""","=""505554.0""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2p.(2P*).3d""","=""3D*""","=""1""",,"=""T5633LS""","=""""",
N,1,"=""""","=""116.969""","=""""","=""2.79e+06""",B+,"=""19224.464""","=""104716.950""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""",,"=""T7370""","=""""",
N,1,"=""""","=""117.016""","=""""","=""3.03e+05""",B+,"=""19224.464""","=""104683.060""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""",,"=""T7370""","=""""",
N,1,"=""""","=""117.028""","=""""","=""3.06e+06""",B+,"=""19233.177""","=""104683.060""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""",,"=""T7370""","=""""",
N,1,"=""""","=""117.042""","=""""","=""4.91e+04""",C,"=""19224.464""","=""104664.130""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""",,"=""T7370""","=""""",
N,1,"=""""","=""117.054""","=""""","=""1.11e+05""",B+,"=""19233.177""","=""104664.130""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""",,"=""T7370""","=""""",
N,1,"=""""","=""117.0674""","=""""","=""5.86e+06""",C+,"=""19233.177""","=""104654.030""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""",,"=""T7370""","=""""",
N,1,"=""""","=""117.1084""","=""""","=""1.25e+07""",C+,"=""19224.464""","=""104615.470""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",,"=""T7370""","=""""",
N,1,"=""""","=""117.1203""","=""""","=""3.93e+05""",C+,"=""19233.177""","=""104615.470""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",,"=""T7370""","=""""",
N,1,"=""117.6510""","=""117.6510""","=""230""","=""8.52e+07""",B+,"=""19224.464""","=""104221.630""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""",,"=""T7370""","=""L3513""",
N,1,"=""117.6630""","=""117.6630""","=""105""","=""9.91e+06""",B+,"=""19233.177""","=""104221.630""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""",,"=""T7370""","=""L3513""",
N,1,"=""117.7695""","=""117.7695""","=""195""","=""1.03e+08""",B+,"=""19233.177""","=""104144.820""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""",,"=""T7370""","=""L3513""",
N,3,"=""""","=""118.2971""","=""""","=""1.42e+08""",B,"=""145875.7""","=""230408.6""","=""2s.2p2""","=""2P""","=""1/2""","=""2p3""","=""2P*""","=""3/2""",,"=""T6335n""","=""""",
N,3,"=""118.3031""","=""118.3032""","=""500""","=""5.87e+08""",B,"=""145875.7""","=""230404.3""","=""2s.2p2""","=""2P""","=""1/2""","=""2p3""","=""2P*""","=""1/2""",,"=""T6335n""","=""L3513""",
N,1,"=""""","=""118.328""","=""""","=""1.88e+03""",C,"=""19224.464""","=""103735.48""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4s""","=""4P""","=""5/2""",,"=""T7370""","=""""",
N,1,"=""""","=""118.340""","=""""","=""2.16e+02""",C,"=""19233.177""","=""103735.48""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4s""","=""4P""","=""5/2""",,"=""T7370""","=""""",
N,1,"=""""","=""118.424""","=""""","=""2.45e+05""",B,"=""19224.464""","=""103667.16""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4s""","=""4P""","=""3/2""",,"=""T7370""","=""""",
N,1,"=""""","=""118.436""","=""""","=""3.34e+04""",B,"=""19233.177""","=""103667.16""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4s""","=""4P""","=""3/2""",,"=""T7370""","=""""",
N,3,"=""""","=""118.4514""","=""""","=""7.29e+08""",B,"=""145985.8""","=""230408.6""","=""2s.2p2""","=""2P""","=""3/2""","=""2p3""","=""2P*""","=""3/2""",,"=""T6335n""","=""""",
N,3,"=""118.4550""","=""""","=""570""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,3,"=""""","=""118.4574""","=""""","=""2.89e+08""",B,"=""145985.8""","=""230404.3""","=""2s.2p2""","=""2P""","=""3/2""","=""2p3""","=""2P*""","=""1/2""",,"=""T6335n""","=""""",
N,1,"=""""","=""118.498""","=""""","=""1.78e+05""",B,"=""19233.177""","=""103622.51""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4s""","=""4P""","=""1/2""",,"=""T7370""","=""""",
N,4,"=""118.801""","=""118.8005""","=""90""","=""9.49e+08""",B,"=""388854.6""","=""473029.3""","=""1s2.2s.3s""","=""1S""","=""0""","=""1s2.2p.(2P*<3/2>).3s""","=""1P*""","=""1""",,"=""T5633""","=""L4738""",
N,1,"=""""","=""118.8969""","=""""","=""2.48e+07""",C,"=""28839.306""","=""112945.809""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""118.9228""","=""""","=""2.07e+07""",C,"=""28838.920""","=""112927.055""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""118.9234""","=""""","=""4.13e+06""",C,"=""28839.306""","=""112927.055""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""119.0921""","=""""","=""1.46e+07""",D+,"=""28838.920""","=""112807.567""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""119.0926""","=""""","=""7.30e+06""",D+,"=""28839.306""","=""112807.567""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""119.1013""","=""""","=""3.65e+06""",D+,"=""28838.920""","=""112801.031""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""119.1019""","=""""","=""1.82e+07""",D+,"=""28839.306""","=""112801.031""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,5,"=""""","=""119.397""","=""""","=""6.10e+07""",B,"=""678316.5""","=""762071""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.10d""","=""2D""","=""5/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""119.406""","=""""","=""5.08e+07""",B,"=""678300.4""","=""762048""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.10d""","=""2D""","=""3/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""119.429""","=""""","=""1.02e+07""",B,"=""678316.5""","=""762048""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.10d""","=""2D""","=""3/2""",,"=""T3225LS""","=""""",
N,3,"=""""","=""119.4496""","=""""","=""4.20e+07""",B,"=""317336.2""","=""401053.5""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""119.5339""","=""""","=""9.77e+07""",B,"=""317395.2""","=""401053.5""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""5/2""",,"=""T7192LS""","=""""",
N,4,"=""""","=""119.5400""","=""""","=""5.43e+08""",B,"=""420045.8""","=""503699.8""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.4p""","=""3P*""","=""0""",,"=""T5633LS""","=""""",
N,4,"=""""","=""119.5513""","=""""","=""1.36e+08""",B,"=""420045.8""","=""503691.9""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.4p""","=""3P*""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""119.5567""","=""""","=""4.07e+08""",B,"=""420049.6""","=""503691.9""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.4p""","=""3P*""","=""1""",,"=""T5633LS""","=""""",
N,3,"=""""","=""119.5592""","=""""","=""5.81e+07""",B,"=""317293.6""","=""400934.2""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,4,"=""""","=""119.5677""","=""""","=""5.43e+06""",B,"=""420045.8""","=""503680.4""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.4p""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""119.5732""","=""""","=""8.14e+07""",B,"=""420049.6""","=""503680.4""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.4p""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""119.5852""","=""""","=""4.56e+08""",B,"=""420058.0""","=""503680.4""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.4p""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
N,3,"=""""","=""119.6201""","=""""","=""1.86e+07""",B,"=""317336.2""","=""400934.2""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""119.6617""","=""""","=""2.32e+07""",B,"=""317293.6""","=""400862.5""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""119.7046""","=""""","=""6.26e+07""",B,"=""317395.2""","=""400934.2""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""119.7228""","=""""","=""1.16e+08""",B,"=""317336.2""","=""400862.5""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""1/2""",,"=""T7192LS""","=""""",
N,1,"=""119.9550""","=""119.9550""","=""410""","=""4.07e+08""",A,"=""0.000""","=""83364.620""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""",,"=""T7370""","=""L3513""",
N,1,"=""120.0223""","=""120.0223""","=""385""","=""4.03e+08""",A,"=""0.000""","=""83317.830""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""",,"=""T7370""","=""L3513""",
N,1,"=""120.0710""","=""120.0710""","=""360""","=""4.00e+08""",A,"=""0.000""","=""83284.070""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""",,"=""T7370""","=""L3513""",
N,5,"=""""","=""120.3626""","=""""","=""1.75e+07""",B,"=""678300.4""","=""[761382.7]""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.10s""","=""2S""","=""1/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""120.3859""","=""""","=""3.49e+07""",B,"=""678316.5""","=""[761382.7]""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.10s""","=""2S""","=""1/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""121.6462""","=""""","=""1.21e+06""",B,"=""[679712.7]""","=""[761918.3]""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.10p""","=""2P*""","=""3/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""121.6492""","=""""","=""1.21e+07""",B,"=""[679712.7]""","=""[761916.3]""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.10p""","=""2P*""","=""1/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""121.6535""","=""""","=""1.09e+07""",B,"=""679717.6""","=""[761918.3]""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.10p""","=""2P*""","=""3/2""",,"=""T3225LS""","=""""",
N,4,"=""""","=""122.4953""","=""""","=""3.01e+07""",B,"=""405971.6""","=""487607.4""","=""1s2.2s.3p""","=""3P*""","=""0""","=""1s2.2s.4s""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,1,"=""122.5026""","=""122.5026""","=""175""","=""4.41e+07""",C,"=""28839.306""","=""110470.244""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""",,"=""u18,LS""","=""L3513""",
N,4,"=""""","=""122.5191""","=""""","=""9.02e+07""",B,"=""405987.5""","=""487607.4""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.4s""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,1,"=""122.537""","=""122.5368""","=""160""","=""3.67e+07""",C,"=""28838.920""","=""110447.032""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""",,"=""u18,LS""","=""L3513""",
N,1,"=""""","=""122.5374""","=""""","=""7.34e+06""",C,"=""28839.306""","=""110447.032""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
N,4,"=""""","=""122.5722""","=""""","=""1.50e+08""",B,"=""406022.8""","=""487607.4""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4s""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,5,"=""""","=""122.6571""","=""""","=""3.49e+07""",B,"=""673886.2""","=""[755414.3]""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""3/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""122.6613""","=""""","=""3.49e+07""",B,"=""673886.2""","=""[755411.5]""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""1/2""",,"=""T3225LS""","=""""",
N,1,"=""122.841""","=""122.8407""","=""130""","=""2.70e+07""",D+,"=""28838.920""","=""110245.183""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""1/2""",,"=""u18,LS""","=""L3513""",
N,1,"=""""","=""122.8413""","=""""","=""1.35e+07""",D+,"=""28839.306""","=""110245.183""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,3,"=""""","=""122.8613""","=""""","=""3.68e+06""",C+,"=""245665.4""","=""327058.0""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""122.8785""","=""""","=""6.76e+06""",D+,"=""28838.920""","=""110220.107""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""122.879""","=""122.8791""","=""160""","=""3.38e+07""",D+,"=""28839.306""","=""110220.107""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",,"=""u18,LS""","=""L3513""",
N,3,"=""""","=""122.9155""","=""""","=""7.35e+06""",B,"=""245701.3""","=""327058.0""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""",,"=""T7192LS""","=""""",
N,5,"=""123.8821""","=""123.8821""","=""1000""","=""3.40e+08""",A,"=""0.0""","=""80721.9""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.2p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""L4829""",
N,5,"=""124.2804""","=""124.2804""","=""900""","=""3.37e+08""",A,"=""0.0""","=""80463.2""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.2p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""L4829""",
N,3,"=""""","=""124.2852""","=""""","=""1.22e+07""",B,"=""297151.2""","=""377611.3""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""124.3056""","=""""","=""1.72e+01""",C,"=""186797.1""","=""267244.0""","=""2p3""","=""4S*""","=""3/2""","=""2s2.3d""","=""2D""","=""5/2""",,"=""T6335""","=""""",
N,3,"=""""","=""124.314""","=""""","=""3.16e+00""",C,"=""186797.1""","=""267238.4""","=""2p3""","=""4S*""","=""3/2""","=""2s2.3d""","=""2D""","=""3/2""",,"=""T6335""","=""""",
N,1,"=""""","=""124.3171""","=""""","=""3.33e+07""",A,"=""19224.464""","=""99663.912""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",,"=""T7370""","=""""",
N,1,"=""124.3179""","=""124.3179""","=""360""","=""3.22e+08""",A,"=""19224.464""","=""99663.427""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",,"=""T7370""","=""L3513""",
N,1,"=""124.3306""","=""124.3306""","=""315""","=""3.10e+08""",A,"=""19233.177""","=""99663.912""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",,"=""T7370""","=""L3513""",
N,1,"=""""","=""124.3313""","=""""","=""2.36e+07""",A,"=""19233.177""","=""99663.427""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",,"=""T7370""","=""""",
N,3,"=""""","=""124.3368""","=""""","=""4.87e+07""",B,"=""297151.2""","=""377577.9""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""",,"=""T7192LS""","=""""",
N,4,"=""""","=""124.3732""","=""""","=""1.95e+08""",C+,"=""495406.2""","=""575809.4""","=""1s2.2p.(2P*).3d""","=""3F*""","=""2""","=""1s2.2s.6g""","=""3G""","=""3""",,"=""T5600c20""","=""""",
N,3,"=""""","=""124.4603""","=""""","=""6.07e+07""",B,"=""297264.4""","=""377611.3""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""",,"=""T7192LS""","=""""",
N,4,"=""""","=""124.4915""","=""""","=""1.99e+08""",C+,"=""495482.6""","=""575809.4""","=""1s2.2p.(2P*).3d""","=""3F*""","=""3""","=""1s2.2s.6g""","=""3G""","=""4""",,"=""T5600c20""","=""""",
N,4,"=""""","=""124.4915""","=""""","=""1.71e+07""",C+,"=""495482.6""","=""575809.4""","=""1s2.2p.(2P*).3d""","=""3F*""","=""3""","=""1s2.2s.6g""","=""3G""","=""3""",,"=""T5600c20,LS""","=""""",
N,3,"=""""","=""124.5121""","=""""","=""2.42e+07""",B,"=""297264.4""","=""377577.9""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""",,"=""T7192LS""","=""""",
N,4,"=""""","=""124.6514""","=""""","=""2.59e+05""",D,"=""495585.7""","=""575809.4""","=""1s2.2p.(2P*).3d""","=""3F*""","=""4""","=""1s2.2s.6g""","=""3G""","=""3""",,"=""T5600c20,LS""","=""""",
N,4,"=""""","=""124.6514""","=""""","=""2.12e+08""",C+,"=""495585.7""","=""575809.4""","=""1s2.2p.(2P*).3d""","=""3F*""","=""4""","=""1s2.2s.6g""","=""3G""","=""5""",,"=""T5600c20""","=""""",
N,4,"=""""","=""124.6514""","=""""","=""1.32e+07""",C+,"=""495585.7""","=""575809.4""","=""1s2.2p.(2P*).3d""","=""3F*""","=""4""","=""1s2.2s.6g""","=""3G""","=""4""",,"=""T5600c20,LS""","=""""",
N,3,"=""""","=""125.1643""","=""""","=""8.35e+05""",C+,"=""353440.6""","=""433335.6""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).8p""","=""2P""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""125.1673""","=""""","=""4.18e+06""",B,"=""353442.5""","=""433335.6""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).8p""","=""2P""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""125.2260""","=""""","=""3.34e+06""",C+,"=""353440.6""","=""433296.2""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).8p""","=""2P""","=""1/2""",,"=""T7192LS""","=""""",
